SiteSource	ItemID	ManufacturerID	ManufacturerCode	ManufacturerName	ProductID	ProductName	ProductDescription	ManufacturerItemCode	ItemDescription	ImageFileName	ItemImageURL	NDCItemCode	PKG	UnitPrice	QuantityOnHand	PriceDescription	Availability	PrimaryCategoryID	PrimaryCategoryName	SecondaryCategoryID	SecondaryCategoryName	CategoryID	CategoryName	IsRX	IsTBD
AIM	10204309	415	10000573	Medical ID Solutions	10023326	MEDICAL ID SOLUTIONS 10" VINYL WRISTBAND - IMPRINTER		125C	Wristband, Adult/ Pediatric, Imprinter Vinyl, Custom Printed, Orange, 500/bx	i19466.jpg	https://secure.ndc-inc.com/AIMImage/i19466.jpg	PCM 125C	bx	66.6300	0		14-21 Days	13	Patient Care & Exam Room Supplies	124	Admissions/Bedside Items	762	ID Bands/Bracelets	N	N
AIM	10269892	720	10000883	Richmond Dental	10032004	RICHMOND COTTON, RAYON & POLY BALLS	Ideal for general use. Absorbent, soft and compact. Available in large and medium, sterile and non-sterile.	187106P	Cotton Ball, Medium, Bulk, 2000/bg, 2 bg/cs	v10164.jpg	https://secure.ndc-inc.com/AIMImage/iv10164.jpg	RIC 187106P	cs	21.4200	6		Stock Item	24	Dental Merchandise	213	Disposables	319	Miscellaneous	N	N
AIM	10296555	491	10000651	Aspen Surgical	10034052	ASPEN SURGICAL ABSORBENT FLOOR MATS		83630-M	Surgisafe® Floor Mat, (15) 28" x 40" White, (15) 36" x 40" Yellow, 30 mats/cs			APN 83630-M	cs	383.7400	0		14-21 Days	21	Surgery/Minor Procedure	190	Suction/Drainage	927	Collection/Canisters	N	N
AIM	10307521	372	203	TIDI Products, LLC	10035192	AVALON PAPERS TRAY COVERS RITTER B		1207	Tray Cover, 8.5" x 12.25", Lavender, 1000/cs (120 cs/plt)			ALP 1207	cs	23.0300	60		Stock Item	13	Patient Care & Exam Room Supplies	120	Exam Paper Products	782	Tray Covers	N	N
AIM	10328733	49	209	BD	10037639	BD V.MUELLER® ANCILLARY PRODUCTS & ACCESSORIES		23275-410	K-Dissector Sponge, ¼" x 9/16", 500/cs (Temp Sensitive; Non-Returnable) (Continental US Only)			BEC 23275-410	cs	491.6700	0		14-21 Days	1	Diagnostic Instruments	29	Patient Monitoring/Vital Signs	270	Vital Signs-Accessories	N	N
AIM	10342184	579	10000795	Exertools	10039285	EXERTOOLS WOBBLE BOARDS		ECWPAC	Economy Wobble Board Package (one of each board)Qpk  (DROP SHIP ONLY) (Products cannot be sold on Amazon.com or any other 3rd party site)			EXT ECWPAC	pk	55.4300	0		Drop Ship Only	12	Orthopedic & Physical Therapy	114	Physical Therapy 	735	Supplies	N	N
AIM	10365055	2	1	3M Health Care	10041442	3M™ SNAP™ THERAPY SYSTEM		SNPA100US/10	SNAP™ Therapy Cartridge, 60 ml, 100 mmHg, 10/cs (Continental US+HI Only)			MMM SNPA100US/10	cs	3041.0600	0		14-21 Days	19	Skin And Wound Care	166	Negative Pressure	984	Pumps/Accessories	N	N
AIM	10370890	1115	10001324	Mindray	10041891	MINDRAY NIBP REUSABLE BLOOD PRESSURE CUFFS		115-031807-00	Reusable Blood Pressure Cuffs, Starter Kit (DROP SHIP ONLY) (Pricing Subject to Change without Notice)			MIR 115-031807-00	ea	105.3000	0		Drop Ship Only	1	Diagnostic Instruments	29	Patient Monitoring/Vital Signs	256	Blood Pressure	N	N
AIM	10222733	499	10000646	Encompass Group/TECHStyles®	10026644	ENCOMPASS BURN PADS		BP#3472	Burn Pads, Large, 34" x 72", Sterile, White Core, Blue Backing, 8/cs	i50402.jpg	https://secure.ndc-inc.com/AIMImage/i50402.jpg		cs	164.4800	0		Mfr. Direct	19	Skin And Wound Care	159	Dressings	951	Paste/Medicated	N	N
AIM	10263507	712	10000874	LK Packaging	10031208	ELKAY CLEAR LINE SEAL TOP BAGS	Provides outstanding protection, convenience and economy. The zipper type seal closes securely and is easy to open and close time after time. Excellent for storing, displaying, protecting and shipping all types of product. Because they are made only with virgin resin, they meet FDA requirements for contact with food products. Bags under 15" wide are packed in cartons of 1,000 with inner packs of 100 bags each for added convenience and to help reduce waste.	F20406	Seal Top Bag, Clear Line, Single Track, 2 mil, 4" x 6", 1000/cs	v15562.jpg	https://secure.ndc-inc.com/AIMImage/iv15562.jpg		cs	13.8700	0		Mfr. Direct	9	Lab Equipment & Accessories	94	Sample Collection & Processing	645	Transport Bags	N	N
AIM	10312945	29	10	American Diagnostic Corporation	10036064	ADC DISPOSABLE SPHYGMOMANOMETERS		774-11ADH	Disposable Sphygmomanometer, Adult, 5/pk				pk	40.0800	0		Mfr. Direct	1	Diagnostic Instruments	29	Patient Monitoring/Vital Signs	256	Blood Pressure	N	N
AIM	10342714	191	261	Cardinal Health	10037546	CARDINAL HEALTH PROTEXIS® PI CLASSIC SURGICAL GLOVES	Synthetic polyisoprene (PI) – not made from natural rubber latex.  For use in a broad range of procedures.  Proprietary hand mold with an independent thumb design allows for an anatomical fit and natural movement in the fingers, thumb and palm. Featuring an interlocking, beaded cuff design that helps to reduce roll-down	2D72PL60X	Glove, Synthetic Polyisoprene Surgical, Size 6.0, Sterile, 50 pr/bx, 4 bx/cs (Continental US Only)   **On Manufacturer Backorder so lead times may be longer than usual**			CHC 2D72PL60X	cs	606.4600	0		Stock Item	3	Gloves	36	Latex	442	Powder-Free Sterile	N	N
AIM	10279460	29	10	American Diagnostic Corporation	10009473	ADC PRO'S COMBO II SERIES	Black enamel 300mmHg no-pin stop manometer. ADCUFF™ calibrated nylon cuff with proprietary Size Guide™ marking system. Latex-free inflation bladder and bulb. Chrome plated deflation valve. Extra large, color matched dual pocket carry case measures 10" x 6" x 3". Assembled, inspected and packaged in the U.S.A. from foreign parts. Three year inflation system warranty. 20 year calibration warranty. The Pro's Combo II D.H. kit features the complete aneroid, matching case and color matched dualhead stethoscope. The Pro's Combo II S.R. kit features the complete aneroid matching case and color matched Sprague type stethoscope.	768-641-11APBS	Adult 768/641 Kit, Peter's Blue Swirly, Latex Free (LF)	i09113.jpg	https://secure.ndc-inc.com/AIMImage/i09113.jpg		ea	30.3200	0		Mfr. Direct	1	Diagnostic Instruments	29	Patient Monitoring/Vital Signs	256	Blood Pressure	N	N
AIM	10324900	245	111	Midmark Corporation (Ritter Medical)	10019311	RITTER 230 UPHOLSTERY TOP		002-0824-854	230 Seamless, 28in Upholstery, Deep Earth				ea	829.0000	0		Mfr. Direct	10	Equipment & Furniture	103	Tables	698	Power/Procedure 	N	N
AIM	10210158	448	10000598	BR Surgical, LLC	10024379	BR SURGICAL WORLD GRADE INSTRUMENTS		WG46-11202	Vienna Nasal Speculum, Medium				ea	34.6600	0		Mfr. Direct	7	Instruments	73	General Surgery	552	General/Miscellaneous	N	N
AIM	10369084	262	10000272	Nestle Healthcare Nutrition	10035718	NESTLE CARNATION® BREAKFAST ESSENTIALS® READY-TO-DRINK		5000064498	Carnation Breakfast Essential, High Protein, Chocolate, 8 fl oz, 12/pk (Distributor Agreement Required - See Manufacturer Detail Page) (Products cannot be sold on Amazon.com or any other 3rd party site)			NES 5000064498	pk	16.6500	0		14-21 Days	4	Extended Care/Home Health	42	Enterals/Nutrition	470	Nutritional Supplements	N	N
AIM	10336472	245	111	Midmark Corporation (Ritter Medical)	10038224	MIDMARK 282 BARIATRIC CHAIR W/ ARMS		282-001-859	282 Bariatric Chair w/ Arms, Cranberry				ea	452.0000	0		Mfr. Direct	10	Equipment & Furniture	101	Seating	686	Side/Waiting Room 	N	N
AIM	10351000	372	203	TIDI Products, LLC	10040003	TIDI POSEY ACTIVITY PRODUCTS		7410	Happy Hands (Continental US + HI Only)	v22202.jpg	https://secure.ndc-inc.com/AIMImage/iv22202.jpg	TID 7410	ea	26.5100	0		Stock Item	4	Extended Care/Home Health	46	Patient Mobility	1017	Fall Prevention	N	N
AIM	10360190	153	10000374	GE Healthcare Technologies	10041026	GE MEDICAL CARESCAPE™ VC150 MONITOR		2068581-001-759554	Carescape VC150 with SureTemp, Printer, Dinaclick, No EMR Networking (Requires PreQuote Survey) (Item may contain Lithium Ion Battery which could affect shipping) (Continental US Only) (DROP SHIP ONLY)			GEM 2068581-001-759554	ea	2771.9500	0		Drop Ship Only	1	Diagnostic Instruments	29	Patient Monitoring/Vital Signs	269	Vital Signs Monitors	N	N
AIM	10282624	19	7	Albahealth, LLC	10032864	ALBA CONFETTI TREAD™ FOOTWEAR		90360	Footwear, High Risk, Medium, Green, 4 dz/cs			ABH 90360	cs	42.1800	0		14-21 Days	13	Patient Care & Exam Room Supplies	124	Admissions/Bedside Items	761	Footwear/Slippers	N	N
AIM	10305732	245	111	Midmark Corporation (Ritter Medical)	10034903	MIDMARK WASTE RECEPTACLE		W1X.490	Waste Receptacle, Fawn, Solid				ea	553.0000	0		Mfr. Direct	5	Housekeeping And Janitorial Products	51	Waste Receptacles	0		N	N
AIM	10326597	245	111	Midmark Corporation (Ritter Medical)	10037445	MIDMARK 281 BLOOD DRAWING CHAIR		281-011-868	281 UltraFree Blood Drawing Chair, UltraFree Restful Path 				ea	707.0000	0		Mfr. Direct	10	Equipment & Furniture	101	Seating	690	Blood Draw	N	N
AIM	10327163	245	111	Midmark Corporation (Ritter Medical)	10037466	MIDMARK 630 RECTANGULAR HEADREST		9A496001-850	630 Rectangular Headrest, Sandy Retreat				ea	289.0000	0		Mfr. Direct	10	Equipment & Furniture	101	Seating	0		N	N
AIM	10356590	1022	10001222	Sklar Instruments	10039646	SKLAR SINGLE USE (DISPOSABLE) INSTRUMENTS		96-2516	Dissecting Scissors, Econo™, Metzenbaum, 5 ½” Length, Floor Grade Stainless Steel, Sterile, Finger Ring Handle, Straight Blunt Tip/Blunt Tip, Disposable, 50/cs			SKR 96-2516	cs	257.3500	0		14-21 Days	7	Instruments	65	General Practice	542	Miscellaneous	N	N
AIM	10216201	49	209	BD	10009859	BD INSULIN SYRINGES & NEEDLES		328466	Insulin Syringe, Ultra-Fine™ Needle, 30G x ½", 0.5cc, 100/sp, 5 sp/cs (Continental US Only) (Drop Ship Requires Pre-Approval)			BEC 328466	cs	201.0500	0		Stock Item	11	Needles & Syringes	109	Syringe/Needle Combo's	723	Insulin Standard	N	N
AIM	10119662	344	317	Smith & Nephew, Inc.	10011547	SMITH & NEPHEW EXU-DRY® WOUND DRESSINGS & GARMENTS	Uniquely designed to minimize trauma, save nursing time and lower total dressing costs. Replaces non-adherent dressings, gauze and abdominal pads. Designed to minimize adherence and is more comfortable for patients during the between dressing changes. Its Anti-Shear Layer™ helps reduce friction and shearing. The one-piece, multi-layer sealed construction eliminates frayed edges, loose threads and linting. Will not disturb new granulation tissue. Non-occlusive, soft and pliable. Can be used as a wet or dry dressing on clean or contaminated wounds. Can be used with a variety of topical agents.	5999L75	Sheet, 20" x 28", Crib Permeable, Straps, 20/cs (US Only)	i08225.jpg	https://secure.ndc-inc.com/AIMImage/i08225.jpg	SMI 5999L75	cs	275.9200	0		14-21 Days	19	Skin And Wound Care	159	Dressings	947	Composite/Cover 	N	N
AIM	10184979	89	10000446	Medtronic/Minimally Invasive Therapies Group	10020322	MEDTRONIC CHROMIC GUT SUTURES	CHROMIC GUT sutures are absorbable sterile surgical sutures composed of purified connective tissue (mostly collagen) derived from the serosal layer of beef (bovine) intestines. They are packaged in a solution of 89% isopropanol, 10% water and 1% triethanolmaine. Chromic gut is treated with chromic salt solution. Mild chromic sutures are specially treated for ophthalmic and cuticular applications. The manufacture of catgut raw material, consisting of long ribbons of highly selected serosal tissue, ensures: Purity of collagen for optimal tensile strength and in-vivo performance; Uniform treatment with a buffered chromium salt solution, resulting in a chromic strand with a more predictable strength and uniform in-vivo absorption; Surface smoothness to facilitate knot run-down and knot strength, due to electronic polishing of each strand. CHROMIC GUT sutures are indicated for use in general soft tissue approximation and/or ligation, including use in ophthalmic surgery, but not in cardiovascular or neurological surgery.	GG122	Suture, Taper Point, Size 3-0, 30", Needle V-20, ½ Circle, 3 dz/bx (Continental US Only)	i71480.jpg	https://secure.ndc-inc.com/AIMImage/i71480.jpg	USS GG122	bx	197.2500	0		14-21 Days	21	Surgery/Minor Procedure	188	Skin Closure	918	Sutures	N	N
AIM	10237775	89	10000446	Medtronic/Minimally Invasive Therapies Group	10020326	MEDTRONIC MAXON™ MONOFILAMENT SYNTHETIC ABSORBABLE SUTURES	MAXON™ synthetic absorbable sutures are prepared from polyglyconate, a copolymer of glycolic acid and trimethylene carbonate. The advanced extrusion process of the molecule of polyglyconate gives the suture: Excellent in-vivo strength retention; Excellent knot tying security; Excellent handling; Minimal memory. MAXON™ synthetic absorbable sutures are indicated for use in general soft tissue approximation and/or ligation, including use in pediatric cardiovascular tissue, where growth is expected to occur, and in peripheral vascular surgery. MAXON™ synthetic absorbable sutures are not indicated for use in adult cardiovascular tissue, ophthalmic surgery, microsurgery and neural tissues.	8886630972	Suture, Taper Point, Size 1, Green, 60", Needle GS-25, ½ Circle, 2 dz/bx (Continental US Only)			USS 8886630972	bx	431.1100	0		14-21 Days	21	Surgery/Minor Procedure	188	Skin Closure	918	Sutures	N	N
AIM	10365142	441	10000592	Doran Scales, Inc.	10023907	DORAN ACCESSORIES		PCOPT06	Optional International Wall Mount Transformer for PC400, CE Approved, 220 VAC, 50 Hz			DOR PCOPT06	ea	18.9500	0		14-21 Days	10	Equipment & Furniture	99	Measurement Devices	664	Scales/Accessories	N	N
AIM	10295701	563	10000701	BSN Medical/Jobst	10033505	BSN MEDICAL JOBST® SURGICAL VESTS		111905	Vest, White, Size 5			BSN 111905	ea	64.4000	0		14-21 Days	12	Orthopedic & Physical Therapy	115	Soft Goods	740	Torso	N	N
AIM	10354084	590	10000772	Hygenic/Theraband	10040395	HYGENIC/THERA-BAND HIGH RESISTANCE BANDS		14950	High Resistance Band Set, Includes: (1) Light, (1) Medium, (1) Heavy and (1) X-Heavy, 12 sets/cs (US Only)	v20487.jpg	https://secure.ndc-inc.com/AIMImage/iv20487.jpg	HYC 14950	cs	618.9600	0		14-21 Days	12	Orthopedic & Physical Therapy	114	Physical Therapy 	735	Supplies	N	N
AIM	10378691	1125	10001343	Soma Technlogies	10042916	SOMA STAINLESS STEEL EQUIPMENT & ACCESSORIES		AX-H3036	SS Instrument Table, w/ H-Brace, 30” W x 36” L x 34” H  (DROP SHIP ONLY)			SMA AX-H3036	ea	761.6000	0		Drop Ship Only	10	Equipment & Furniture	103	Tables	696	Exam 	N	N
AIM	10302956	309	10000510	Pro Advantage	10034668	PRO ADVANTAGE® TOWELS AND CLOTHS	Microfibers provide superior absorption, making this cloth ideal for cleaning or dusting any surface, wet or dry. Launderable.	P124116	Microfiber Towel, Green, 300 GSM, 16" x 16",  (DROP SHIP ONLY from Golden Star, Inc. - $100 minimum order for prepaid freight outside the continental U.S., $50 dollar minimum order inside the continental U.S.)	v10850.jpg	https://secure.ndc-inc.com/AIMImage/iv10850.jpg	NDC P124116	ea	1.0300	0		Drop Ship Only	5	Housekeeping And Janitorial Products	48	Cleaning Supplies	506	Equipment	N	N
AIM	10308180	860	10001036	Vyaire Medical, Inc.	10035315	VYAIRE MEDICAL ADULT 2 LIMB CIRCLE CIRCUITS ANESTHESIA DELIVERY SYSTEM & ACCESSORIES		M1090268	Adult 2 Limb Circle Circuit, Includes: 120" Expandable Hose, 3L Breathing Bag, Parallel Wye, Elbow w/ Capped Gas Sampling Port, HMEF 750/S, 10 ft CO2 Line, 20/bx (Continental US Only)			GEM M1090268	bx	197.7100	0		14-21 Days	21	Surgery/Minor Procedure	1067	Anesthesia	1019	Equipment & Accessories	N	N
AIM	10311015	814	10000983	HemoCue America	10035798	HEMOCUE STATSPIN ACCESSORIES		HP8U-10	SafeCrit® Capillary Tube, 40 mm, Untreated, 100/vial, 10 vial/bx (Not available for Drop Ship into Canada)			HCA HP8U-10	bx	141.5900	0		14-21 Days	9	Lab Equipment & Accessories	94	Sample Collection & Processing	638	Centrifuges & Accessories	N	N
AIM	10368485	194	10000358	Johnson & Johnson Consumer Products	10041838	J&J OGX HAIR CARE		95612	Conditioner, OGX, Argan Oil Morocco, 385ml, 13oz, 1/pk, 4/cs (Continental US+HI Only)			JJC 95612	cs	24.0000	0		14-21 Days	13	Patient Care & Exam Room Supplies	122	Personal Care Items	796	Personal Hygiene	N	N
AIM	10375679	1130	10001352	Gentell	10042676	GENTELL ADVANCED WOUND CARE PRODUCTS		GEN-11100	Dermatell Hydrocolloid Sacral Dressing, 6" x 7", 50/cs			GTL GEN-11100	cs	130.1000	0		14-21 Days	19	Skin And Wound Care	162	Wound Cleansers/Fillers	0		N	N
AIM	10099926	142	243	Ethicon - Suture	35329	ETHICON VICRYL™ (POLYGLACTIN 910) SUTURES		J433H	Suture, Taper Point, Size 5-0, 27", Undyed Braided, Needle TF, ½ Circle, 3 dz/bx (Continental US Only)			ETH J433H	bx	248.5100	0		14-21 Days	21	Surgery/Minor Procedure	188	Skin Closure	918	Sutures	N	N
AIM	10232799	511	10000666	MedTEST DX, Inc.	10027598	MEDTEST SPOTCHEM EZ ANALYZER		SP-4430-FT	Spotchem™ EX Analyzer, AC Adaptor, User Manual & Accessory Starter Kit, CLIA Waived, Field Tested (DROP SHIP ONLY)			MTX SP-4430-FT	ea	3759.3900	0		Drop Ship Only	9	Lab Equipment & Accessories	84	Chemistry	586	Analyzers & Accessories	N	N
AIM	10279532	596	10000721	Kinsman Enterprises, Inc.	10032833	KINSMAN EASY GRIP™ OPENER	Easily opens jars and bottles and has magnet for storing on the fridge. The cone-shaped head is designed for opening water, soda, and the flexible rubber body is for opening caps and lids of all sizes.	17130	Opener (DROP SHIP ONLY)			KNE 17130	ea	6.5800	0		Drop Ship Only	4	Extended Care/Home Health	45	Miscellaneous	489	Misc. Patient stuff	N	N
AIM	10323358	953	10001125	Complete Solutions Technologies, LLC	10037177	COMPLETE SOLUTIONS ENZYMATIC FOAM	Stops dried on blood.  Eliminates messy spills.  Neutral pH.  Bacteriostatic.  Saves time.  Multi-enzymatic.  Non-aerosol.	CST-402SQ	Enzymatic Foam Squeeze Bottle, 5 oz, 52/cs			CST CST-402SQ	cs	191.9200	0		14-21 Days	20	Sterilization	169	Instrument Care & Cleaning	854	Detergents	N	N
AIM	10323376	953	10001125	Complete Solutions Technologies, LLC	10037188	COMPLETE SOLUTIONS MEDI-SHEEN™ SPRAY FOAMING AUTOCLAVE CLEANER	Long-lasting conditioning foam.  Odor counteract.  Rinses freely.  Non-aerosol.  Multi-functional.	CST-802P	Medi-Sheen Stain & Rust Remover, Polish Powder, 8 oz, 6/cs	v13102.jpg	https://secure.ndc-inc.com/AIMImage/iv13102.jpg	CST CST-802P	cs	54.5500	0		14-21 Days	20	Sterilization	169	Instrument Care & Cleaning	854	Detergents	N	N
AIM	10345263	1022	10001222	Sklar Instruments	10039646	SKLAR SINGLE USE (DISPOSABLE) INSTRUMENTS		96-2523	Operating Scissors, Straight, Sharp/Sharp, Sterile, 25/cs	v22310.jpg	https://secure.ndc-inc.com/AIMImage/iv22310.jpg	SKR 96-2523	cs	107.9500	0		14-21 Days	7	Instruments	65	General Practice	542	Miscellaneous	N	N
AIM	10221472	25	10000212	AMD-Medicom	10020618	AMD MEDICOM COHESIVE BANDAGES	A highly adaptable "no-slip" bandage that sticks to itself but not to skin or other materials. Assorted colors to meet all your patient's needs. Easy one-hand tear ability. No scissors needed. Convenient dispenser box for easy storage and distribution. Medium, but adjustable, compression. Also available in blue, red, white and assorted (rainbow).	A2061-A	Cohesive Bandage, 2" x 5 yds, Non-Sterile, Assorted Colors: Red, Blue, White, Individually Wrapped, 36/bx	i21164.jpg	https://secure.ndc-inc.com/AIMImage/i21164.jpg	AMR A2061-A	bx	23.7800	40		Stock Item	19	Skin And Wound Care	164	Compression Bandages/Dressing Retainers	942	Cohesive	N	N
AIM	10206956	397	334	Hillrom	10023830	WELCH ALLYN PLATINUM SERIES DS58 HAND ANEROIDS	Maintain accurate blood pressure readings with lower lifetime cost with gear-free DuraShock™ technology. Part of our Platinum Series, this premium gauge provides unsurpassed reliability in a traditional handheld design. Super shock-resistant -- can withstand up to 60° drop (twice the AAMI "Shock Resistant" standard) and remain in calibration. Jewel movement for long life. Laser-engraved dial face for accuracy. Premium inflation system for comfort. Ergonomic inflation bulb enhances user comfort. Lifetime calibration warranty. Lighter weight than traditional models -- won't weigh down your lab coat. Premium aesthetics. Latex-free.	DS58-11	Aneroid, Gauge, Adult Doable 2 Piece Cuff & Nylon Zipper Case (replaces 5098-02) (US Only)	i24856.jpg	https://secure.ndc-inc.com/AIMImage/i24856.jpg	WEL DS58-11	ea	249.5300	1		Stock Item	1	Diagnostic Instruments	29	Patient Monitoring/Vital Signs	256	Blood Pressure	N	N
AIM	10375093	85	29	Conmed Corporation	10034036	CONMED IV STABILIZATION DRESSINGS		745-1000	NeoDerm® Plus, Adhesive Foam Border Transparent Dressing, 4" x 5", 100 pouches/bx, 5 bx/cs			CMD 745-1000	cs	740.9600	0		14-21 Days	8	IV Products	81	Miscellaneous Products	0		N	N
AIM	10307302	345	10000485	ICU Medical	10035157	ICU MEDICAL PRESSURE MONITORING LINES		MX571	PVC Pressure Monitoring Tubing, 12", Male/ Male Luer Lock, 25/cs (US Only) (Item on Manufacturer Backorder - Inventory Limited when Available)			MDX MX571	cs	38.6400	0		14-21 Days	17	Respiratory & Oxygen	143	Oxygen 	831	Tubing	N	N
AIM	10361703	49	209	BD	10035447	BD CAREFUSION ALARIS® PUMP MODULE		2465-0007	Alaris® Pump Module Admin Set, Non-Vented, Needle-Free Valve Bag, Access Port, Low Sorbing, 0.2 micron Filter, Roller, Pinch Clamp, (1) SmartSite™ Needle-Free Valve 6" Below Pumping Segment from 2-Piece Male Luer Lock, 20 drop/L, 116" Length, 27 ml PV, Note Made with DEHP, Sterile, 20/cs (Continental US Only) (Drop Ship Requires Pre-Approval)			BEC 2465-0007	cs	257.3000	0		14-21 Days	8	IV Products	78	IV Solutions	581	Infusion Solutions	N	N
AIM	10313855	29	10	American Diagnostic Corporation	10011333	ADC ADCUFF™ BLOOD PRESSURE CUFF ACCESSORIES		8974F-10	Bayonet Connector, Female, 10/pk				pk	24.4000	0		Mfr. Direct	1	Diagnostic Instruments	29	Patient Monitoring/Vital Signs	257	Bp Replacement Parts	N	N
AIM	10181076	249	10000133	MJM International Corp.	10019854	MJM LINEN HAMPER "200" SERIES & LINER BAGS		240E	Laundry Basket, Large Capacity 4½ Bushels, 3" Twin Nylon Casters , Threaded Stem				ea	144.7000	0		Mfr. Direct	5	Housekeeping And Janitorial Products	53	Laundry	510	Hampers	N	N
AIM	10330153	141	10000162	Ethicon - Non-Suture	10037840	ETHICON MEGADYNE E-Z CLEAN ELECTRODES	Megadyne™ E-Z Clean™ Electrosurgical Electrodes have a non-stick PTFE coating that is designed to reduce eschar buildup and may save OR time.	0013M	E-Z Clean 2 ¾" Modified Needle Electrode, 12/bx (Continental US Only)			ETH 0013M	bx	79.1100	0		14-21 Days	21	Surgery/Minor Procedure	180	Electrosurgery	883	Electrodes/Grounding Pads/Tips	N	N
AIM	10371919	60	2	Symmetry Surgical, Inc.	10041652	SYMMETRY SURGICAL RETRACTOR		24-5014B	Symmetry® Retractor, Balfour Blade, Standard, 1 3/4 in Deep, 3 5/8 in Wide			AAR 24-5014B	ea	299.6600	0		14-21 Days	7	Instruments	73	General Surgery	553	Retractors	N	N
AIM	10138834	792	10000958	Medegen Medical Products, LLC	10009828	MEDEGEN PATIENT PERSONAL BELONGINGS BAGS	Offered in various colors, materials and sizes specific to needs.	70-51	Personal Belongings Bag, 20" x 20" x 4", Clear, Heavy Duty, Rigid Handle, 250/cs			MAI 70-51	cs	75.1300	0		14-21 Days	13	Patient Care & Exam Room Supplies	124	Admissions/Bedside Items	764	Patient Belonging/Bedside	N	N
AIM	10184956	370	10000360	Terumo Medical Corp.	10016689	TERUMO SURSHIELD® WINGED BLOOD COLLECTION & INFUSION SETS	Unique one-handed needle locking mechanism, helps reduce the risk of needle stick injuries in a cost-effective, intuitive way. The shield simply presses over the needle and locks into place with an audible click, allowing safe use without the need to change insertion technique. Sterile and disposable, adapters fit into standard infusion sets transforming them into winged blood collection sets. This allows multiple draws into evacuated tubes.	1MN*SVS21B30	Safety Winged Blood Collection Set, 21G x ¾", 12" Tubing, Adapter, 50/bx, 10 bx/cs (MN*SVS21B30)	i17034.jpg	https://secure.ndc-inc.com/AIMImage/i17034.jpg	TER 1MN*SVS21B30	cs	424.9100	0		14-21 Days	9	Lab Equipment & Accessories	91	Blood Collection Products	618	Sets	N	N
AIM	10192121	279	94	Omnimed, Inc.	10021747	OMNIMED BEAM® PADLOCK CONTROL SEALS	The tapered thickness of the plastic Padlock Control Seal allows you to control the break strength from easy to medium to hard. No tools required. Seals must be broken to open.	484125-R	Padlock Control Seals, 7" Loop, Red, 100/pkg	i12960.jpg	https://secure.ndc-inc.com/AIMImage/i12960.jpg		pkg	15.4000	0		Mfr. Direct	18	Safety And Emergency	152	Miscellaneous	851	Locks/Seals	N	N
AIM	10377743	164	28	Hartmann USA, Inc.	10023731	HARTMANN USA HYDROFILM® TRANSPARENT FILM DRESSING	Reliable, transparent, adhesive film dressings that protect wounds from bacteria and water. Prevent moisture buildup and dressing peel-off. Secure comfortably on skin for longer wear time. Allow wound assessment and showering without dressing removal. Breathable film. Hypoallergenic adhesive that is transparent and waterproof. Hydrofilm® Plus includes an absorbent, non-stick pad.	970001	Transparent Dressing, 2.4" x 2¾", Latex Free (LF), 100/bx			HAR 970001	bx	17.6900	0		14-21 Days	19	Skin And Wound Care	159	Dressings	950	Transparent	N	N
AIM	10213900	159	52	GF Health Products, Inc.	10025136	GRAHAM FIELD GRAFCO® LABELED SUNDRY JARS	Clear flint glass with overlapping, stainless steel covers. Each jar permanently imprinted in blue: Applicators, Gauze, Tongue Depressors, Cotton and Bandages.	3454C	Cover for Sundry Jar				ea	2.0500	0		Mfr. Direct	13	Patient Care & Exam Room Supplies	119	Exam Room Supplies	788	Sundry Jars/Storage Containers	N	N
AIM	10353929	1063	10001262	Avcor Health Care Products, Inc.	10040384	AVCOR SOLO SHRINKER		SHNK-4032G	Prosthetic Shrinker and Residual Limb Support System, Silver and Zinc, 4.00", 32" Length (Medium Thighs, Large Calf, Large Knees), Size F, Light Gray, Non-Sterile, Latex-Free, 12/bx			AVC SHNK-4032G	cs	214.5500	0		Stock Item	19	Skin And Wound Care	164	Compression Bandages/Dressing Retainers	944	Retainer/Net	N	N
AIM	10362971	122	10000117	Dukal Corporation	10041289	DUKAL UNIPACK DENTAL HYGIENE PRODUCTS		UFT-7404	Fluoride Trays, Pedo, Green, 100/bg	v22898.jpg	https://secure.ndc-inc.com/AIMImage/iv22898.jpg	DUK UFT-7404	bg	12.3000	0		14-21 Days	24	Dental Merchandise	220	Miscellaneous	0		N	N
AIM	10373317	1124	10001342	ASP GLOBAL	10042479	ASP GLOBAL KNEE IMMOBILIZER		A404206	Knee Immobilizer, 24", Large, 20/cs (DROP SHIP ONLY)			ASG A404206	cs	221.3300	0		Drop Ship Only	12	Orthopedic & Physical Therapy	115	Soft Goods	739	Lower Extremities	N	N
AIM	10281693	372	203	TIDI Products, LLC	10001625	TIDI 3-PLY, ALL TISSUE PATIENT CAPE	Waist length cape made of 3-ply tissue. Overall embossed in an attractive pebble pattern. Front/back opening.	910315	Exam Cape, White, 30" x 21", 3-Ply, Latex Free (LF), 100/cs			TID 910315	cs	23.6100	0		14-21 Days	13	Patient Care & Exam Room Supplies	120	Exam Paper Products	776	Capes	N	N
